   ,INT64,memory_usage,,"Memory usage"
   ,INT64,memory_max_usage,,"Memory maximum usage"
   ,INT64,memory_limit,,"Memory limit"
   ,INT64,network_rx_bytes,,"Total network bytes read"
   ,INT64,network_tx_bytes,,"Total network bytes transmitted"
TATTR,
------------------------------
TABLE,docker_containers
DESC,Docker containers information.
   ,STRING,id,INDEX,"Container ID"
   ,STRING,name,,"Container name"
   ,STRING,image,,"Docker image (name) used to launch this container"
   ,STRING,image_id,,"Docker image ID"
   ,STRING,command,,"Command with arguments"
   ,INT64,created,,"Time of creation as UNIX time"
   ,STRING,state,,"Container state (created, restarting, running, removing, paused, exited, dead)"
   ,STRING,status,,"Container status information"
   ,INT64,pid,,"Identifier of the initial process"
   ,STRING,path,,"Container path"
   ,STRING,config_entrypoint,,"Container entrypoint(s)"
   ,STRING,started_at,,"Container start time as string"
   ,STRING,finished_at,,"Container finish time as string"
   ,INT,privileged,,"Is the container privileged"
   ,STRING,security_options,,"List of container security options"
   ,STRING,env_variables,,"Container environmental variables"
   ,INT,readonly_rootfs,,"Is the root filesystem mounted as read only"
   ,STRING,cgroup_namespace,HIDDEN,"cgroup namespace"
   ,STRING,ipc_namespace,HIDDEN,"IPC namespace"
   ,STRING,mnt_namespace,HIDDEN,"Mount namespace"
   ,STRING,net_namespace,HIDDEN,"Network namespace"
   ,STRING,pid_namespace,HIDDEN,"PID namespace"
   ,STRING,user_namespace,HIDDEN,"User namespace"
   ,STRING,uts_namespace,HIDDEN,"UTS namespace"
TATTR,
------------------------------
TABLE,docker_image_labels
DESC,Docker image labels.
   ,STRING,id,INDEX,"Image ID"
   ,STRING,key,,"Label key"
   ,STRING,value,,"Optional label value"
TATTR,
------------------------------
TABLE,docker_images
DESC,Docker images information.
   ,STRING,id,,"Image ID"
   ,INT64,created,,"Time of creation as UNIX time"
   ,INT64,size_bytes,,"Size of image in bytes"
   ,STRING,tags,,"Comma-separated list of repository tags"
TATTR,
------------------------------
TABLE,docker_info
DESC,Docker system information.
   ,STRING,id,,"Docker system ID"
   ,INT,containers,,"Total number of containers"
   ,INT,containers_running,,"Number of containers currently running"
   ,INT,containers_paused,,"Number of containers in paused state"
   ,INT,containers_stopped,,"Number of containers in stopped state"
   ,INT,images,,"Number of images"
   ,STRING,storage_driver,,"Storage driver"
   ,INT,memory_limit,,"1 if memory limit support is enabled. 0 otherwise"
   ,INT,swap_limit,,"1 if swap limit support is enabled. 0 otherwise"
   ,INT,kernel_memory,,"1 if kernel memory limit support is enabled. 0 otherwise"
   ,INT,cpu_cfs_period,,"1 if CPU Completely Fair Scheduler (CFS) period support is enabled. 0 otherwise"
   ,INT,cpu_cfs_quota,,"1 if CPU Completely Fair Scheduler (CFS) quota support is enabled. 0 otherwise"
   ,INT,cpu_shares,,"1 if CPU share weighting support is enabled. 0 otherwise"
   ,INT,cpu_set,,"1 if CPU set selection support is enabled. 0 otherwise"
   ,INT,ipv4_forwarding,,"1 if IPv4 forwarding is enabled. 0 otherwise"
   ,INT,bridge_nf_iptables,,"1 if bridge netfilter iptables is enabled. 0 otherwise"
   ,INT,bridge_nf_ip6tables,,"1 if bridge netfilter ip6tables is enabled. 0 otherwise"
   ,INT,oom_kill_disable,,"1 if Out-of-memory kill is disabled. 0 otherwise"
   ,STRING,logging_driver,,"Logging driver"
   ,STRING,cgroup_driver,,"Control groups driver"
   ,STRING,kernel_version,,"Kernel version"
   ,STRING,os,,"Operating system"
   ,STRING,os_type,,"Operating system type"
   ,STRING,architecture,,"Hardware architecture"
   ,INT,cpus,,"Number of CPUs"
   ,INT64,memory,,"Total memory"
   ,STRING,http_proxy,,"HTTP proxy"
   ,STRING,https_proxy,,"HTTPS proxy"
   ,STRING,no_proxy,,"Comma-separated list of domain extensions proxy should not be used for"
   ,STRING,name,,"Name of the docker host"
   ,STRING,server_version,,"Server version"
   ,STRING,root_dir,,"Docker root directory"
TATTR,CACHEABLE,
------------------------------
TABLE,docker_network_labels
DESC,Docker network labels.
   ,STRING,id,INDEX,"Network ID"
   ,STRING,key,,"Label key"
   ,STRING,value,,"Optional label value"
TATTR,
------------------------------
TABLE,docker_networks
DESC,Docker networks information.
   ,STRING,id,INDEX,"Network ID"
   ,STRING,name,,"Network name"
   ,STRING,driver,,"Network driver"
   ,INT64,created,,"Time of creation as UNIX time"
   ,INT,enable_ipv6,,"1 if IPv6 is enabled on this network. 0 otherwise"
   ,STRING,subnet,,"Network subnet"
   ,STRING,gateway,,"Network gateway"
TATTR,
------------------------------
TABLE,docker_version
DESC,Docker version information.
   ,STRING,version,,"Docker version"
   ,STRING,api_version,,"API version"
   ,STRING,min_api_version,,"Minimum API version supported"
   ,STRING,git_commit,,"Docker build git commit"
   ,STRING,go_version,,"Go version"
   ,STRING,os,,"Operating system"
   ,STRING,arch,,"Hardware architecture"
   ,STRING,kernel_version,,"Kernel version"
   ,STRING,build_time,,"Build time"
TATTR,CACHEABLE,
------------------------------
TABLE,docker_volume_labels
DESC,Docker volume labels.
   ,STRING,name,INDEX,"Volume name"
   ,STRING,key,,"Label key"
   ,STRING,value,,"Optional label value"
TATTR,
------------------------------
TABLE,docker_volumes
DESC,Docker volumes information.
   ,STRING,name,INDEX,"Volume name"
   ,STRING,driver,,"Volume driver"
   ,STRING,mount_point,,"Mount point"
   ,STRING,type,,"Volume type"
TATTR,
------------------------------
TABLE,drivers
DESC,Details for in-use Windows device drivers. This does not display installed but unused drivers.
   ,STRING,device_id,INDEX,"Device ID"
   ,STRING,device_name,,"Device name"
   ,STRING,image,,"Path to driver image file"
   ,STRING,description,,"Driver description"
   ,STRING,service,,"Driver service name, if one exists"
   ,STRING,service_key,,"Driver service registry key"
   ,STRING,version,,"Driver version"
   ,STRING,inf,,"Associated inf file"
   ,STRING,class,,"Device/driver class name"
   ,STRING,provider,,"Driver provider"
   ,STRING,manufacturer,,"Device manufacturer"
   ,STRING,driver_key,,"Driver key"
   ,INT64,date,,"Driver date"
   ,INT,signed,,"Whether the driver is signed or not"
TATTR,
------------------------------
TABLE,ec2_instance_metadata
DESC,EC2 instance metadata.
   ,STRING,instance_id,INDEX,"EC2 instance ID"
   ,STRING,instance_type,,"EC2 instance type"
   ,STRING,architecture,,"Hardware architecture of this EC2 instance"
   ,STRING,region,,"AWS region in which this instance launched"
   ,STRING,availability_zone,,"Availability zone in which this instance launched"
   ,STRING,local_hostname,,"Private IPv4 DNS hostname of the first interface of this instance"
   ,STRING,local_ipv4,,"Private IPv4 address of the first interface of this instance"
   ,STRING,mac,,"MAC address for the first network interface of this EC2 instance"
   ,STRING,security_groups,,"Comma separated list of security group names"
   ,STRING,iam_arn,,"If there is an IAM role associated with the instance, contains instance profile ARN"
   ,STRING,ami_id,,"AMI ID used to launch this EC2 instance"
   ,STRING,reservation_id,,"ID of the reservation"
   ,STRING,account_id,,"AWS account ID which owns this EC2 instance"
   ,STRING,ssh_public_key,,"SSH public key. Only available if supplied at instance launch time"
TATTR,CACHEABLE,
------------------------------
TABLE,ec2_instance_tags
DESC,EC2 instance tag key value pairs.
   ,STRING,instance_id,,"EC2 instance ID"
   ,STRING,key,,"Tag key"
   ,STRING,value,,"Tag value"
TATTR,CACHEABLE,
------------------------------
TABLE,elf_dynamic
DESC,ELF dynamic section information.
   ,INT,tag,,"Tag ID"
   ,INT,value,,"Tag value"
   ,INT,class,,"Class (32 or 64)"
   ,STRING,path,INDEX | REQUIRED,"Path to ELF file"
TATTR,
------------------------------
TABLE,elf_info
DESC,ELF file information.
   ,STRING,class,,"Class type, 32 or 64bit"
   ,STRING,abi,,"Section type"
   ,INT,abi_version,,"Section virtual address in memory"
   ,STRING,type,,"Offset of section in file"
   ,INT,machine,,"Machine type"
   ,INT,version,,"Object file version"
   ,INT64,entry,,"Entry point address"
   ,INT,flags,,"ELF header flags"
   ,STRING,path,INDEX | REQUIRED,"Path to ELF file"
TATTR,
------------------------------
TABLE,elf_sections
DESC,ELF section information.
   ,STRING,name,,"Section name"
   ,INT,type,,"Section type"
   ,INT,vaddr,,"Section virtual address in memory"
   ,INT,offset,,"Offset of section in file"
   ,INT,size,,"Size of section"
   ,STRING,flags,,"Section attributes"
   ,STRING,link,,"Link to other section"
   ,INT,align,,"Segment alignment"
   ,STRING,path,INDEX | REQUIRED,"Path to ELF file"
TATTR,
------------------------------
TABLE,elf_segments
DESC,ELF segment information.
   ,STRING,name,,"Segment type/name"
   ,INT,offset,,"Segment offset in file"
   ,INT,vaddr,,"Segment virtual address in memory"
   ,INT,psize,,"Size of segment in file"
   ,INT,msize,,"Segment offset in memory"
   ,STRING,flags,,"Segment attributes"
   ,INT,align,,"Segment alignment"
   ,STRING,path,INDEX | REQUIRED,"Path to ELF file"
TATTR,
------------------------------
TABLE,elf_symbols
DESC,ELF symbol list.
   ,STRING,name,,"Symbol name"
   ,INT,addr,,"Symbol address (value)"
   ,INT,size,,"Size of object"
   ,STRING,type,,"Symbol type"
   ,STRING,binding,,"Binding type"
   ,INT,offset,,"Section table index"
   ,STRING,table,,"Table name containing symbol"
   ,STRING,path,INDEX | REQUIRED,"Path to ELF file"
TATTR,
------------------------------
TABLE,etc_hosts
DESC,Line-parsed /etc/hosts.
TALIAS,hosts
   ,STRING,address,,"IP address mapping"
   ,STRING,hostnames,,"Raw hosts mapping"
TATTR,CACHEABLE,
------------------------------
TABLE,etc_protocols
DESC,Line-parsed /etc/protocols.
   ,STRING,name,,"Protocol name"
   ,INT,number,,"Protocol number"
   ,STRING,alias,,"Protocol alias"
   ,STRING,comment,,"Comment with protocol description"
TATTR,CACHEABLE,
------------------------------
TABLE,etc_services
DESC,Line-parsed /etc/services.
   ,STRING,name,,"Service name"
   ,INT,port,,"Service port number"
   ,STRING,protocol,,"Transport protocol (TCP/UDP)"
   ,STRING,aliases,,"Optional space separated list of other names for a service"
   ,STRING,comment,,"Optional comment for a service."
TATTR,CACHEABLE,
------------------------------
TABLE,event_taps
DESC,Returns information about installed event taps.
   ,INT,enabled,,"Is the Event Tap enabled"
   ,INT,event_tap_id,INDEX,"Unique ID for the Tap"
   ,STRING,event_tapped,,"The mask that identifies the set of events to be observed."
   ,INT,process_being_tapped,,"The process ID of the target application"
   ,INT,tapping_process,,"The process ID of the application that created the event tap."
TATTR,
------------------------------
TABLE,example
DESC,This is an example table spec.
   ,STRING,name,,"Description for name column"
   ,INT,points,,"This is a signed SQLite int column"
   ,INT64,size,,"This is a signed SQLite bigint column"
   ,STRING,action,REQUIRED,"Action performed in generation"
   ,INT,id,INDEX,"An index of some sort"
   ,STRING,path,ADDITIONAL,"Path of example"
TATTR,EVENT_BASED,KERNEL_REQUIRED,UTILITY,
------------------------------
TABLE,extended_attributes
DESC,Returns the extended attributes for files (similar to Windows ADS).
   ,STRING,path,REQUIRED,"Absolute file path"
   ,STRING,directory,REQUIRED,"Directory of file(s)"
   ,STRING,key,,"Name of the value generated from the extended attribute"
   ,STRING,value,,"The parsed information from the attribute"
   ,INT,base64,,"1 if the value is base64 encoded else 0"
TATTR,
------------------------------
TABLE,fan_speed_sensors
DESC,Fan speeds.
   ,STRING,fan,,"Fan number"
   ,STRING,name,,"Fan name"
   ,INT,actual,,"Actual speed"
   ,INT,min,,"Minimum speed"
   ,INT,max,,"Maximum speed"
   ,INT,target,,"Target speed"
TATTR,
------------------------------
TABLE,fbsd_kmods
DESC,Loaded FreeBSD kernel modules.
   ,STRING,name,,"Module name"
   ,INT,size,,"Size of module content"
   ,INT,refs,,"Module reverse dependencies"
   ,STRING,address,,"Kernel module address"
TATTR,
------------------------------
TABLE,file
DESC,Interactive filesystem attributes and metadata.
   ,STRING,path,INDEX | REQUIRED,"Absolute file path"
   ,STRING,directory,REQUIRED,"Directory of file(s)"
   ,STRING,filename,,"Name portion of file path"
   ,INT64,inode,,"Filesystem inode number"
   ,INT64,uid,,"Owning user ID"
   ,INT64,gid,,"Owning group ID"
   ,STRING,mode,,"Permission bits"
   ,INT64,device,,"Device ID (optional)"
   ,INT64,size,,"Size of file in bytes"
   ,INT,block_size,,"Block size of filesystem"
   ,INT64,atime,,"Last access time"
   ,INT64,mtime,,"Last modification time"
   ,INT64,ctime,,"Last status change time"
   ,INT64,btime,,"(B)irth or (cr)eate time"
   ,INT,hard_links,,"Number of hard links"
   ,INT,symlink,,"1 if the path is a symlink, otherwise 0"
   ,STRING,type,,"File status"
   ,STRING,attributes,HIDDEN,"File attrib string. See: https://ss64.com/nt/attrib.html"
   ,STRING,volume_serial,HIDDEN,"Volume serial number"
   ,STRING,file_id,HIDDEN,"file ID"
TATTR,UTILITY,
------------------------------
TABLE,file_events
DESC,Track time/action changes to files specified in configuration data.
   ,STRING,target_path,,"The path associated with the event"
   ,STRING,category,,"The category of the file defined in the config"
   ,STRING,action,,"Change action (UPDATE, REMOVE, etc)"
   ,INT64,transaction_id,,"ID used during bulk update"
   ,INT64,inode,,"Filesystem inode number"
   ,INT64,uid,,"Owning user ID"
   ,INT64,gid,,"Owning group ID"
   ,STRING,mode,,"Permission bits"
   ,INT64,size,,"Size of file in bytes"
   ,INT64,atime,,"Last access time"
   ,INT64,mtime,,"Last modification time"
   ,INT64,ctime,,"Last status change time"
   ,STRING,md5,,"The MD5 of the file after change"
   ,STRING,sha1,,"The SHA1 of the file after change"
   ,STRING,sha256,,"The SHA256 of the file after change"
   ,INT,hashed,,"1 if the file was hashed, 0 if not, -1 if hashing failed"
   ,INT64,time,,"Time of file event"
   ,STRING,eid,HIDDEN,"Event ID"
TATTR,EVENT_BASED,
------------------------------
TABLE,firefox_addons
DESC,Firefox browser extensions, webapps, and addons.
   ,INT64,uid,ADDITIONAL,"The local user that owns the addon"
   ,STRING,name,,"Addon display name"
   ,STRING,identifier,INDEX,"Addon identifier"
   ,STRING,creator,,"Addon-supported creator string"
   ,STRING,type,,"Extension, addon, webapp"
   ,STRING,version,,"Addon-supplied version string"
   ,STRING,description,,"Addon-supplied description string"
   ,STRING,source_url,,"URL that installed the addon"
   ,INT,visible,,"1 If the addon is shown in browser else 0"
   ,INT,active,,"1 If the addon is active else 0"
   ,INT,disabled,,"1 If the addon is application-disabled else 0"
   ,INT,autoupdate,,"1 If the addon applies background updates else 0"
   ,INT,native,,"1 If the addon includes binary components else 0"
   ,STRING,location,,"Global, profile location"
   ,STRING,path,,"Path to plugin bundle"
TATTR,USER_BASED,
------------------------------
TABLE,gatekeeper
DESC,OS X Gatekeeper Details.
   ,INT,assessments_enabled,,"1 If a Gatekeeper is enabled else 0"
   ,INT,dev_id_enabled,,"1 If a Gatekeeper allows execution from identified developers else 0"
   ,STRING,version,,"Version of Gatekeeper's gke.bundle"
   ,STRING,opaque_version,,"Version of Gatekeeper's gkopaque.bundle"
TATTR,
------------------------------
TABLE,gatekeeper_approved_apps
DESC,Gatekeeper apps a user has allowed to run.
   ,STRING,path,,"Path of executable allowed to run"
   ,STRING,requirement,,"Code signing requirement language"
   ,DOUBLE,ctime,,"Last change time"
   ,DOUBLE,mtime,,"Last modification time"
TATTR,
------------------------------
TABLE,groups
DESC,Local system groups.
   ,INT64,gid,INDEX,"Unsigned int64 group ID"
   ,INT64,gid_signed,,"A signed int64 version of gid"
   ,STRING,groupname,,"Canonical local group name"
   ,STRING,group_sid,INDEX | HIDDEN,"Unique group ID"
   ,STRING,comment,HIDDEN,"Remarks or comments associated with the group"
TATTR,
------------------------------
TABLE,hardware_events
DESC,Hardware (PCI/USB/HID) events from UDEV or IOKit.
   ,STRING,action,,"Remove, insert, change properties, etc"
   ,STRING,path,,"Local device path assigned (optional)"
   ,STRING,type,,"Type of hardware and hardware event"
   ,STRING,driver,,"Driver claiming the device"
   ,STRING,vendor,,"Hardware device vendor"
   ,STRING,vendor_id,,"Hex encoded Hardware vendor identifier"
   ,STRING,model,,"Hardware device model"
   ,STRING,model_id,,"Hex encoded Hardware model identifier"
   ,STRING,serial,,"Device serial (optional)"
   ,STRING,revision,,"Device revision (optional)"
   ,INT64,time,,"Time of hardware event"
   ,STRING,eid,HIDDEN,"Event ID"
TATTR,EVENT_BASED,
------------------------------
TABLE,hash
DESC,Filesystem hash data.
   ,STRING,path,INDEX | REQUIRED,"Must provide a path or directory"
   ,STRING,directory,REQUIRED,"Must provide a path or directory"
   ,STRING,md5,,"MD5 hash of provided filesystem data"
   ,STRING,sha1,,"SHA1 hash of provided filesystem data"
   ,STRING,sha256,,"SHA256 hash of provided filesystem data"
   ,STRING,ssdeep,,"ssdeep hash of provided filesystem data"
TATTR,
------------------------------
TABLE,homebrew_packages
DESC,The installed homebrew package database.
   ,STRING,name,,"Package name"
   ,STRING,path,,"Package install path"
   ,STRING,version,,"Current 'linked' version"
TATTR,CACHEABLE,
------------------------------
TABLE,ie_extensions
DESC,Internet Explorer browser extensions.
   ,STRING,name,,"Extension display name"
   ,STRING,registry_path,INDEX,"Extension identifier"
   ,STRING,version,,"Version of the executable"
   ,STRING,path,INDEX,"Path to executable"
TATTR,
------------------------------
TABLE,intel_me_info
DESC,Intel ME/CSE Info.
   ,STRING,version,,"Intel ME version"
TATTR,
------------------------------
TABLE,interface_addresses
DESC,Network interfaces and relevant metadata.
   ,STRING,interface,,"Interface name"
   ,STRING,address,,"Specific address for interface"
   ,STRING,mask,,"Interface netmask"
   ,STRING,broadcast,,"Broadcast address for the interface"
   ,STRING,point_to_point,,"PtP address for the interface"
   ,STRING,type,,"Type of address. One of dhcp, manual, auto, other, unknown"
   ,STRING,friendly_name,HIDDEN,"The friendly display name of the interface."
TATTR,CACHEABLE,
------------------------------
TABLE,interface_details
DESC,Detailed information and stats of network interfaces.
   ,STRING,interface,,"Interface name"
   ,STRING,mac,,"MAC of interface (optional)"
   ,INT,type,,"Interface type (includes virtual)"
   ,INT,mtu,,"Network MTU"
   ,INT,metric,,"Metric based on the speed of the interface"
   ,INT,flags,,"Flags (netdevice) for the device"
   ,INT64,ipackets,,"Input packets"
   ,INT64,opackets,,"Output packets"
   ,INT64,ibytes,,"Input bytes"
   ,INT64,obytes,,"Output bytes"
   ,INT64,ierrors,,"Input errors"
   ,INT64,oerrors,,"Output errors"
   ,INT64,idrops,,"Input drops"
   ,INT64,odrops,,"Output drops"
   ,INT64,collisions,,"Packet Collisions detected"
   ,INT64,last_change,,"Time of last device modification (optional)"
   ,INT64,link_speed,,"Interface speed in Mb/s"
   ,STRING,pci_slot,HIDDEN,"PCI slot number"
   ,STRING,friendly_name,HIDDEN,"The friendly display name of the interface."
   ,STRING,description,HIDDEN,"Short one-line description of the object."
   ,STRING,manufacturer,HIDDEN,"Name of the network adapter's manufacturer."
   ,STRING,connection_id,HIDDEN,"Name of the network connection as it appears in the Network Connections Control Panel program."
   ,STRING,connection_status,HIDDEN,"State of the network adapter connection to the network."
   ,INT,enabled,HIDDEN,"Indicates whether the adapter is enabled or not."
   ,INT,physical_adapter,HIDDEN,"Indicates whether the adapter is a physical or a logical adapter."
   ,INT,speed,HIDDEN,"Estimate of the current bandwidth in bits per second."
   ,STRING,service,HIDDEN,"The name of the service the network adapter uses."
   ,INT,dhcp_enabled,HIDDEN,"If TRUE, the dynamic host configuration protocol (DHCP) server automatically assigns an IP address to the computer system when establishing a network connection."
   ,STRING,dhcp_lease_expires,HIDDEN,"Expiration date and time for a leased IP address that was assigned to the computer by the dynamic host configuration protocol (DHCP) server."
   ,STRING,dhcp_lease_obtained,HIDDEN,"Date and time the lease was obtained for the IP address assigned to the computer by the dynamic host configuration protocol (DHCP) server."
   ,STRING,dhcp_server,HIDDEN,"IP address of the dynamic host configuration protocol (DHCP) server."
   ,STRING,dns_domain,HIDDEN,"Organization name followed by a period and an extension that indicates the type of organization, such as 'microsoft.com'."
   ,STRING,dns_domain_suffix_search_order,HIDDEN,"Array of DNS domain suffixes to be appended to the end of host names during name resolution."
   ,STRING,dns_host_name,HIDDEN,"Host name used to identify the local computer for authentication by some utilities."
   ,STRING,dns_server_search_order,HIDDEN,"Array of server IP addresses to be used in querying for DNS servers."
TATTR,CACHEABLE,
------------------------------
TABLE,interface_ipv6
DESC,IPv6 configuration and stats of network interfaces.
   ,STRING,interface,,"Interface name"
   ,INT,hop_limit,,"Current Hop Limit"
   ,INT,forwarding_enabled,,"Enable IP forwarding"
   ,INT,redirect_accept,,"Accept ICMP redirect messages"
   ,INT,rtadv_accept,,"Accept ICMP Router Advertisement"
TATTR,
------------------------------
TABLE,iokit_devicetree
DESC,The IOKit registry matching the DeviceTree plane.
   ,STRING,name,,"Device node name"
   ,STRING,class,,"Best matching device class (most-specific category)"
   ,INT64,id,,"IOKit internal registry ID"
   ,INT64,parent,,"Parent device registry ID"
   ,STRING,device_path,,"Device tree path"
   ,INT,service,,"1 if the device conforms to IOService else 0"
   ,INT,busy_state,,"1 if the device is in a busy state else 0"
   ,INT,retain_count,,"The device reference count"
   ,INT,depth,,"Device nested depth"
TATTR,CACHEABLE,
------------------------------
TABLE,iokit_registry
DESC,The full IOKit registry without selecting a plane.
   ,STRING,name,,"Default name of the node"
   ,STRING,class,,"Best matching device class (most-specific category)"
   ,INT64,id,,"IOKit internal registry ID"
   ,INT64,parent,,"Parent registry ID"
   ,INT,busy_state,,"1 if the node is in a busy state else 0"
   ,INT,retain_count,,"The node reference count"
   ,INT,depth,,"Node nested depth"
TATTR,CACHEABLE,
------------------------------
TABLE,iptables
DESC,Linux IP packet filtering and NAT tool.
   ,STRING,filter_name,,"Packet matching filter table name."
   ,STRING,chain,,"Size of module content."
   ,STRING,policy,,"Policy that applies for this rule."
   ,STRING,target,,"Target that applies for this rule."
   ,INT,protocol,,"Protocol number identification."
   ,STRING,src_port,,"Protocol source port(s)."
   ,STRING,dst_port,,"Protocol destination port(s)."
   ,STRING,src_ip,,"Source IP address."
   ,STRING,src_mask,,"Source IP address mask."
   ,STRING,iniface,,"Input interface for the rule."
   ,STRING,iniface_mask,,"Input interface mask for the rule."
   ,STRING,dst_ip,,"Destination IP address."
   ,STRING,dst_mask,,"Destination IP address mask."
   ,STRING,outiface,,"Output interface for the rule."
   ,STRING,outiface_mask,,"Output interface mask for the rule."
   ,STRING,match,,"Matching rule that applies."
   ,INT,packets,,"Number of matching packets for this rule."
   ,INT,bytes,,"Number of matching bytes for this rule."
TATTR,
------------------------------
TABLE,kernel_extensions
DESC,OS X's kernel extensions, both loaded and within the load search path.
   ,INT,idx,INDEX,"Extension load tag or index"
   ,INT,refs,,"Reference count"
   ,INT64,size,,"Bytes of wired memory used by extension"
   ,STRING,name,,"Extension label"
   ,STRING,version,,"Extension version"
   ,STRING,linked_against,,"Indexes of extensions this extension is linked against"
   ,STRING,path,,"Optional path to extension bundle"
TATTR,
------------------------------
TABLE,kernel_info
DESC,Basic active kernel information.
   ,STRING,version,,"Kernel version"
   ,STRING,arguments,,"Kernel arguments"
   ,STRING,path,,"Kernel path"
   ,STRING,device,,"Kernel device identifier"
TATTR,CACHEABLE,
------------------------------
TABLE,kernel_integrity
DESC,Various Linux kernel integrity checked attributes.
   ,INT,sycall_addr_modified,,"0 or 1, for whether a syscall table pointer is modified"
   ,STRING,text_segment_hash,,"Hash value for the kernel's .text memory segment"
TATTR,KERNEL_REQUIRED,
------------------------------
TABLE,kernel_modules
DESC,Linux kernel modules both loaded and within the load search path.
   ,STRING,name,,"Module name"
   ,STRING,size,,"Size of module content"
   ,STRING,used_by,,"Module reverse dependencies"
   ,STRING,status,,"Kernel module status"
   ,STRING,address,,"Kernel module address"
TATTR,
------------------------------
TABLE,kernel_panics
DESC,System kernel panic logs.
   ,STRING,path,,"Location of log file"
   ,STRING,time,,"Formatted time of the event"
   ,STRING,registers,,"A space delimited line of register:value pairs"
   ,STRING,frame_backtrace,,"Backtrace of the crashed module"
   ,STRING,module_backtrace,,"Modules appearing in the crashed module's backtrace"
   ,STRING,dependencies,,"Module dependencies existing in crashed module's backtrace"
   ,STRING,name,,"Process name corresponding to crashed thread"
   ,STRING,os_version,,"Version of the operating system"
   ,STRING,kernel_version,,"Version of the system kernel"
   ,STRING,system_model,,"Physical system model, for example 'MacBookPro12,1 (Mac-E43C1C25D4880AD6)'"
   ,INT64,uptime,,"System uptime at kernel panic in nanoseconds"
   ,STRING,last_loaded,,"Last loaded module before panic"
   ,STRING,last_unloaded,,"Last unloaded module before panic"
TATTR,
------------------------------
TABLE,keychain_acls
DESC,Applications that have ACL entries in the keychain.
   ,STRING,keychain_path,,"The path of the keychain"
   ,STRING,authorizations,,"A space delimited set of authorization attributes"
   ,STRING,path,,"The path of the authorized application"
   ,STRING,description,,"The description included with the ACL entry"
   ,STRING,label,,"An optional label tag that may be included with the keychain entry"
TATTR,CACHEABLE,
------------------------------
TABLE,keychain_items
DESC,Generic details about keychain items.
   ,STRING,label,,"Generic item name"
   ,STRING,description,,"Optional item description"
   ,STRING,comment,,"Optional keychain comment"
   ,STRING,created,,"Data item was created"
   ,STRING,modified,,"Date of last modification"
   ,STRING,type,,"Keychain item type (class)"
   ,STRING,path,,"Path to keychain containing item"
TATTR,
------------------------------
TABLE,known_hosts
DESC,A line-delimited known_hosts table.
   ,INT64,uid,ADDITIONAL,"The local user that owns the known_hosts file"
   ,STRING,key,INDEX,"parsed authorized keys line"
   ,STRING,key_file,INDEX,"Path to known_hosts file"
TATTR,USER_BASED,
------------------------------
TABLE,kva_speculative_info
DESC,Display kernel virtual address and speculative execution information for the system.
   ,INT,kva_shadow_enabled,,"Kernel Virtual Address shadowing is enabled."
   ,INT,kva_shadow_user_global,,"User pages are marked as global."
   ,INT,kva_shadow_pcid,,"Kernel VA PCID flushing optimization is enabled."
   ,INT,kva_shadow_inv_pcid,,"Kernel VA INVPCID is enabled."
   ,INT,bp_mitigations,,"Branch Prediction mitigations are enabled."
   ,INT,bp_system_pol_disabled,,"Branch Predictions are disabled via system policy."
   ,INT,bp_microcode_disabled,,"Branch Predictions are disabled due to lack of microcode update."
   ,INT,cpu_spec_ctrl_supported,,"SPEC_CTRL MSR supported by CPU Microcode."
   ,INT,ibrs_support_enabled,,"Windows uses IBRS."
   ,INT,stibp_support_enabled,,"Windows uses STIBP."
   ,INT,cpu_pred_cmd_supported,,"PRED_CMD MSR supported by CPU Microcode."
TATTR,
------------------------------
TABLE,last
DESC,System logins and logouts.
   ,STRING,username,,"Entry username"
   ,STRING,tty,,"Entry terminal"
   ,INT,pid,,"Process (or thread) ID"
   ,INT,type,,"Entry type, according to ut_type types (utmp.h)"
   ,INT,time,,"Entry timestamp"
   ,STRING,host,,"Entry hostname"
TATTR,CACHEABLE,
------------------------------
TABLE,launchd
DESC,LaunchAgents and LaunchDaemons from default search paths.
   ,STRING,path,INDEX,"Path to daemon or agent plist"
   ,STRING,name,,"File name of plist (used by launchd)"
   ,STRING,label,,"Daemon or agent service name"
   ,STRING,program,,"Path to target program"
   ,STRING,run_at_load,,"Should the program run on launch load"
   ,STRING,keep_alive,,"Should the process be restarted if killed"
   ,STRING,on_demand,,"Deprecated key, replaced by keep_alive"
   ,STRING,disabled,,"Skip loading this daemon or agent on boot"
   ,STRING,username,,"Run this daemon or agent as this username"
   ,STRING,groupname,,"Run this daemon or agent as this group"
   ,STRING,stdout_path,,"Pipe stdout to a target path"
   ,STRING,stderr_path,,"Pipe stderr to a target path"
   ,STRING,start_interval,,"Frecuency of running in seconds"
   ,STRING,program_arguments,,"Command line arguments passed to program"
   ,STRING,watch_paths,,"Key that launches daemon or agent if path is modified"
   ,STRING,queue_directories,,"Similar to watch_paths but only with non-empty directories"
   ,STRING,inetd_compatibility,,"Run this daemon or agent as it was launched from inetd"
   ,STRING,start_on_mount,,"Run daemon or agent every time a filesystem is mounted"
   ,STRING,root_directory,,"Key used to specify a directory to chroot to before launch"
   ,STRING,working_directory,,"Key used to specify a directory to chdir to before launch"
   ,STRING,process_type,,"Key describes the intended purpose of the job"
TATTR,CACHEABLE,
------------------------------
